PAS gene loc
chimp247877 MRPS30-DT intron
human274096 MRPS30-DT intron
human274104 MRPS30 intron
human274105 MRPS30 utr3
human274106 MRPS30 utr3
human274209 PARP8 intron
human274214 PARP8 intron
human274263 PARP8 cds
human274266 PARP8 intron
human274281 PARP8 end
human274326 PELO utr5
human274331 PELO intron
human274351 PELO utr3
human274354 PELO end
human274355 PELO end
human274356 PELO end
human274357 PELO end
human274375 ITGA1 cds
human274416 ITGA1 cds
human274419 ITGA1 cds
human274433 ITGA1 utr3
human274439 ITGA1 end
human274445 ITGA1 end
human274451 MOCS2 utr3
human274452 MOCS2 utr3
human274454 MOCS2 intron
human274455 MOCS2 intron
human274456 MOCS2 utr3
human274457 MOCS2 utr3
human274459 MOCS2 cds
human274472 NDUFS4 intron
human274473 NDUFS4 intron
human274486 NDUFS4 cds
human274490 NDUFS4 intron
human274498 NDUFS4 cds
human274502 NDUFS4 intron
human274505 NDUFS4 utr3
human274507 ARL15 utr3
human274688 DHX29 utr3
human274691 DHX29 utr3
human274695 DHX29 intron
human274698 DHX29 utr3
human274702 DHX29 utr3
human274705 DHX29 utr3
human274707 MTREX cds
human274766 MTREX utr3
human274767 PLPP1 utr3
human274779 PLPP1 intron
human274783 PLPP1 intron
human274785 PLPP1 intron
human274788 SLC38A9 end
human274789 SLC38A9 utr3
human274790 SLC38A9 utr3
human274804 SLC38A9 intron
human274808 SLC38A9 intron
human274813 SLC38A9 intron
human274814 SLC38A9 intron
human274815 SLC38A9 intron
human274825 IL6ST utr3
human274833 IL6ST utr3
human274847 IL6ST intron
chimp247808 IL6ST intron
human274865 IL6ST intron
human274867 IL6ST intron
human274869 IL6ST intron
human274882 MAP3K1 cds
human274886 MAP3K1 intron
human274894 MAP3K1 cds
human274900 MAP3K1 intron
human274901 MAP3K1 intron
human274903 MAP3K1 cds
human274906 MAP3K1 utr3
human274907 MAP3K1 utr3
human274914 MIER3 utr3
human274918 MIER3 cds
human274924 MIER3 intron
human274928 MIER3 cds
human274935 GPBP1 utr5
human274960 GPBP1 cds
human274961 GPBP1 cds
human274992 GPBP1 utr3
human275825 DEPDC1B utr3
human275838 DEPDC1B intron
human275845 DEPDC1B intron
human275855 DEPDC1B utr3
human275856 DEPDC1B intron
human275869 ERCC8 utr3
human275896 ERCC8 intron
human275899 ERCC8 intron
human275905 ERCC8 intron
human275908 ERCC8 intron
human275927 ERCC8 intron
human275928 NDUFAF2 cds
human275956 NDUFAF2 cds
human275972 NDUFAF2 intron
human275979 NDUFAF2 utr3
human275985 SMIM15 end
human275987 SMIM15 utr3
human275988 SMIM15 utr3
human275991 SMIM15 utr3
human275992 SMIM15 cds
human275994 SMIM15 utr5
human276006 ZSWIM6 intron
human276017 ZSWIM6 intron
human276023 ZSWIM6 intron
human276029 ZSWIM6 intron
human276031 ZSWIM6 intron
human276043 ZSWIM6 intron
human276045 ZSWIM6 utr3
human276046 ZSWIM6 utr3
human276075 KIF2A cds
human276080 KIF2A cds
human276108 KIF2A utr3
human276113 KIF2A end
human276114 DIMT1 utr3
human276119 KIF2A end
human276123 DIMT1 intron
human276124 DIMT1 cds
human276125 DIMT1 intron
human276126 DIMT1 cds
human276133 IPO11 intron
human276158 IPO11 intron
human276182 IPO11 cds
human276184 IPO11-LRRC70 intron
human276185 IPO11-LRRC70 intron
human276189 IPO11 utr3
human276190 IPO11-LRRC70 end
human276247 SREK1IP1 utr3
human276252 SREK1IP1 cds
human276257 SREK1IP1 intron
human276263 SREK1IP1 intron
human276273 SREK1IP1 intron
human276275 SREK1IP1 cds
human276283 CWC27 cds
human276295 CWC27 cds
human276326 CWC27 intron
human276332 CWC27 cds
human276376 CWC27 utr3
human276434 ADAMTS6 intron
human276448 ADAMTS6 intron
human276460 CENPK end
human276486 CENPK utr3
human276501 CENPK intron
human276502 CENPK intron
human276512 CENPK intron
human276516 CENPK utr3
human276520 PPWD1 cds
human276530 PPWD1 cds
human276532 PPWD1 cds
human276543 PPWD1 utr3
human276544 TRIM23 utr3
human276545 TRIM23 utr3
human276546 TRIM23 utr3
human276548 TRIM23 intron
human276550 TRIM23 intron
human276553 TRIM23 intron
human276554 TRIM23 intron
human276556 TRIM23 intron
human276558 TRIM23 intron
human276559 TRIM23 intron
human276562 TRIM23 intron
human276565 TRIM23 intron
human276566 TRAPPC13 intron
human276567 TRAPPC13 end
human276570 TRAPPC13 intron
human276579 TRAPPC13 cds
human276581 TRAPPC13 intron
human276582 SGTB end
human276584 TRAPPC13 utr3
human276587 TRAPPC13 utr3
human276590 SGTB utr3
human276592 SGTB utr3
human276593 SGTB utr3
human276594 SGTB utr3
human276595 SGTB utr3
human276597 SGTB intron
human276598 SGTB cds
human276600 SGTB cds
human276601 SGTB cds
human276603 SGTB intron
human276604 NLN intron
human276614 NLN cds
human276621 NLN utr3
human276622 NLN utr3
human276624 NLN utr3
human276625 NLN utr3
human276627 NLN utr3
human276718 ERBIN cds
human276719 ERBIN cds
human276721 ERBIN intron
human276722 ERBIN cds
human276733 ERBIN cds
human276748 ERBIN utr3
human276752 ERBIN utr3
human276798 SREK1 intron
human276804 SREK1 cds
human276808 SREK1 end
human276809 SREK1 end
human276812 SREK1 utr3
human276813 SREK1 utr3
human276814 SREK1 utr3
human276907 PIK3R1 utr3
human276917 SLC30A5 intron
human276922 SLC30A5 utr3
human276927 SLC30A5 cds
human276928 SLC30A5 cds
human276931 SLC30A5 utr3
human276932 SLC30A5 utr3
human276933 SLC30A5 utr3
human276938 CCNB1 cds
human276939 CCNB1 cds
human276943 CCNB1 cds
human276945 CCNB1 utr3
human276950 CENPH cds
human276953 CENPH intron
human276954 CENPH cds
human276955 CENPH utr3
human276957 CENPH utr3
human276958 CENPH end
human276979 MCCC2 intron
human276986 MCCC2 end
human276993 MCCC2 cds
human276995 MCCC2 utr3
human276996 MCCC2 utr3
human277010 MRPS27 utr3
human277011 MRPS27 utr3
chimp247243 PTCD2 cds
human277066 PTCD2 cds
chimp247238 PTCD2 cds
human277069 PTCD2 intron
chimp247234 PTCD2 intron
human277072 PTCD2 intron
human277078 PTCD2 utr3
human277084 PTCD2 end
human277087 PTCD2 end
human277124 MIR4804 end
chimp247161 TNPO1 utr3
chimp247158 TNPO1 utr3
human277143 TNPO1 utr3
human277144 TNPO1 utr3
human277149 TNPO1 utr3
human277153 TNPO1 end
human277154 TNPO1 end
human277162 BTF3 utr5
human277163 BTF3 cds
human277167 BTF3 intron
human277170 BTF3 cds
human277172 BTF3 utr3
chimp247128 BTF3 utr3
human277174 ANKRA2 utr3
human277175 ANKRA2 cds
human277176 ANKRA2 cds
human277178 ANKRA2 intron
human277182 ANKRA2 cds
human277189 UTP15 cds
human277190 UTP15 utr3
human277191 UTP15 utr3
human277192 UTP15 utr3
human277196 UTP15 utr3
human277197 UTP15 utr3
human277198 UTP15 utr3
human277308 HEXB utr3
human277307 GFM2 utr3
human277312 GFM2 intron
human277324 GFM2 intron
human277327 GFM2 intron
human277329 GFM2 intron
chimp247034 GFM2 utr3
human277339 NSA2 cds
human277340 NSA2 cds
human277341 NSA2 cds
human277342 NSA2 cds
human277347 NSA2 utr3
human277348 FAM169A utr3
human277350 FAM169A utr3
human277351 FAM169A utr3
chimp247016 FAM169A utr3
human277352 FAM169A utr3
human277358 FAM169A intron
human277372 FAM169A intron
human277374 FAM169A intron
human277378 FAM169A intron
human277425 HMGCR utr3
human277429 HMGCR utr3
human277430 HMGCR utr3
human277437 COL4A3BP utr3
human277439 COL4A3BP utr3
human277449 COL4A3BP cds
human277461 COL4A3BP cds
human277557 POLK cds
human277594 POLK utr3
human277607 POLK end
human277613 ANKDD1B intron
human277614 ANKDD1B intron
human277615 ANKDD1B intron
human277616 ANKDD1B intron
human277617 ANKDD1B intron
human277619 ANKDD1B intron
human277623 ANKDD1B intron
human277625 ANKDD1B cds
human277633 POC5 end
human277635 POC5 utr3
human277637 POC5 utr3
human277638 POC5 intron
human277640 POC5 intron
human277641 POC5 intron
human277642 POC5 intron
human277644 POC5 intron
human277645 POC5 utr3
human277686 IQGAP2 intron
human277759 IQGAP2 intron
human277760 IQGAP2 cds
human277761 IQGAP2 cds
chimp246765 IQGAP2 cds
human277785 IQGAP2 utr3
human277789 F2R intron
human277790 F2R cds
human277793 F2R utr3
human277795 F2R utr3
human277796 F2R end
chimp246738 AGGF1 cds
human277798 AGGF1 cds
human277806 AGGF1 intron
human277811 AGGF1 cds
chimp246724 AGGF1 cds
human277815 AGGF1 cds
human277816 AGGF1 cds
human277826 AGGF1 utr3
human277851 WDR41 utr3
human277854 WDR41 utr3
chimp246692 WDR41 utr3
human277872 WDR41 intron
chimp246673 WDR41 intron
human277890 TBCA utr3
human277891 TBCA cds
human277896 TBCA cds
human277901 TBCA intron
human277903 TBCA intron
human277922 LOC105379045 end
human277925 LOC105379045 end
human277928 LOC105379045 utr3
human277929 LOC105379045 utr3
human277930 LOC105379045 utr3
human277939 TBCA cds
human277999 AP3B1 cds
human278033 AP3B1 cds
human278041 AP3B1 cds
human278069 AP3B1 cds
human278092 SCAMP1 cds
human278103 SCAMP1 intron
human278110 SCAMP1 utr3
human278117 LHFPL2 utr3
human278179 LHFPL2 intron
human278184 LHFPL2 intron
human278207 ARSB utr3
human278208 ARSB utr3
human278217 ARSB utr3
human278231 ARSB intron
human278234 ARSB intron
human278235 ARSB intron
human278246 ARSB intron
human278268 JMY cds
human278269 JMY cds
human278271 JMY intron
human278272 JMY cds
human278276 JMY cds
human278280 JMY utr3
human278284 HOMER1 end
human278285 HOMER1 end
human278289 HOMER1 cds
human278290 HOMER1 intron
human278291 HOMER1 intron
human278292 HOMER1 end
human278295 HOMER1 intron
human278319 PAPD4 intron
human278325 PAPD4 intron
human278326 PAPD4 intron
human278334 PAPD4 intron
human278335 PAPD4 intron
human278378 PAPD4 utr3
human278391 MTX3 utr3
human278395 MTX3 utr3
human278396 MTX3 utr3
human278401 MTX3 cds
chimp246304 ZFYVE16 utr5
human278440 ZFYVE16 cds
human278442 ZFYVE16 cds
human278445 ZFYVE16 end
human278456 ZFYVE16 utr3
human278457 ZFYVE16 utr3
human278458 ZFYVE16 utr3
human278459 ZFYVE16 utr3
human278467 DHFR utr3
human278468 DHFR utr3
human278470 DHFR utr3
human278471 DHFR utr3
chimp246269 DHFR utr3
chimp246268 DHFR utr3
human278479 DHFR intron
human278481 DHFR intron
human278482 DHFR intron
human278498 MSH3 cds
human278500 MSH3 intron
human278501 MSH3 intron
chimp246235 MSH3 cds
chimp246231 MSH3 cds
human278550 MSH3 cds
human278555 MSH3 utr3
chimp246214 MSH3 utr3
human278582 CKMT2-AS1 intron
chimp246205 CKMT2-AS1 intron
human278585 CKMT2-AS1 intron
chimp246201 CKMT2-AS1 intron
human278595 CKMT2-AS1 intron
human278600 CKMT2-AS1 intron
human278603 CKMT2-AS1 utr3
human278604 CKMT2-AS1 utr3
human278609 ZCCHC9 cds
human278610 ZCCHC9 intron
human278612 ZCCHC9 utr3
human278613 ZCCHC9 utr3
human278625 SSBP2 utr3
human278752 SSBP2 cds
human278813 ATG10 intron
human278859 ATG10 intron
chimp246021 ATG10 intron
human278883 ATG10 intron
human278891 ATG10 intron
human278912 ATG10 utr3
human278913 ATG10 utr3
human278924 RPS23 utr3
human278931 RPS23 utr3
human278932 RPS23 cds
chimp245997 RPS23 cds
human278934 RPS23 cds
human279057 TMEM167A utr3
human279064 TMEM167A utr3
human279065 TMEM167A utr3
human279082 XRCC4 utr5
human279102 XRCC4 cds
human279149 XRCC4 intron
human279153 XRCC4 utr3
human279163 VCAN intron
human279164 VCAN cds
human279174 VCAN utr3
human279354 COX7C utr3
human279355 COX7C utr3
human279380 RASA1 intron
human279383 RASA1 intron
human279466 RASA1 cds
human279487 CCNH intron
human279507 CCNH utr3
human279510 RASA1 utr3
human279516 CCNH utr3
human279524 CCNH utr3
human279551 TMEM161B utr3
human279553 TMEM161B end
human279557 TMEM161B utr3
human279574 TMEM161B utr3
human279581 TMEM161B intron
chimp245468 TMEM161B-AS1 utr5
human279601 TMEM161B-AS1 intron
human279602 TMEM161B-AS1 intron
human279621 TMEM161B-AS1 utr5
human279622 TMEM161B-AS1 intron
human279632 TMEM161B-AS1 utr5
human279688 MEF2C utr3
human279689 MEF2C utr3
human279694 MEF2C utr3
human279737 MEF2C cds
human279775 LOC107986361 end
human279777 LOC107986361 end
human279780 LOC107986361 end
human279782 LOC107986361 end
human279784 LOC107986361 utr3
human279786 LOC107986361 utr3
human279787 LOC107986361 utr3
human279788 LOC107986361 utr3
human279856 MEF2C utr5
human279938 MEF2C utr5
human280230 CETN3 cds
human280236 CETN3 cds
human280242 MBLAC2 utr3
chimp244816 MBLAC2 utr3
human280245 MBLAC2 cds
human280247 MBLAC2 intron
human280251 MBLAC2 intron
human280257 MBLAC2 intron
human280270 POLR3G intron
chimp244792 POLR3G cds
human280275 POLR3G cds
human280287 POLR3G utr3
human280288 POLR3G utr3
human280289 LYSMD3 utr3
human280297 LYSMD3 utr3
human280301 LYSMD3 intron
human280302 LYSMD3 cds
human280303 LYSMD3 cds
human280317 ARRDC3 utr3
human280320 ARRDC3 utr3
human280323 ARRDC3 utr3
human280327 ARRDC3 utr3
human280333 ARRDC3-AS1 intron
human280334 ARRDC3-AS1 intron
human280336 ARRDC3-AS1 intron
chimp244733 ARRDC3-AS1 intron
human280339 ARRDC3-AS1 intron
human280340 ARRDC3-AS1 intron
human280341 ARRDC3-AS1 intron
human280342 ARRDC3-AS1 intron
human280345 ARRDC3-AS1 utr5
chimp244722 ARRDC3-AS1 end
human280470 FAM172A utr3
human280571 KIAA0825 intron
human280576 KIAA0825 utr3
chimp244343 KIAA0825 intron
chimp244341 KIAA0825 intron
human280586 KIAA0825 intron
human280587 KIAA0825 intron
human280591 SLF1 cds
human280593 SLF1 cds
human280596 SLF1 cds
human280597 SLF1 cds
human280603 SLF1 utr3
human280644 MCTP1 intron
human280645 MCTP1 utr3
human280679 MCTP1 intron
human280697 MCTP1 utr3
human280707 TTC37 utr3
human280743 TTC37 utr3
human280744 TTC37 utr3
human280765 TTC37 utr3
human280770 TTC37 intron
human280792 TTC37 utr3
human280798 TTC37 utr3
human280850 RHOBTB3 cds
human280852 RHOBTB3 intron
human280854 RHOBTB3 intron
human280858 RHOBTB3 intron
human280874 RHOBTB3 utr3
human280879 GLRX utr3
human280880 GLRX utr3
human280882 GLRX intron
human280883 GLRX intron
human280886 GLRX intron
human280893 ELL2 utr3
human280907 ELL2 cds
human280935 ELL2 intron
human280936 ELL2 intron
human280949 ELL2 intron
human280950 ELL2 intron
human280974 LOC101929710 intron
human280975 LOC101929710 intron
chimp243999 LOC101929710 intron
human280981 LOC101929710 intron
chimp243987 LOC101929710 intron
human280996 MIR583HG utr5
human280998 MIR583HG utr5
human280999 MIR583HG intron
human281010 MIR583HG intron
human281012 MIR583HG intron
human281019 MIR583HG intron
human281021 MIR583HG intron
human281022 MIR583HG intron
human281028 LOC101929710 intron
human281057 CAST cds
human281058 CAST cds
human281059 CAST cds
human281072 CAST cds
human281100 CAST utr3
human281107 ERAP1 utr3
chimp249541 CAST utr3
human281111 ERAP1 utr3
human281124 ERAP1 utr3
human281125 ERAP1 utr3
human281140 ERAP2 intron
human281141 ERAP2 intron
human281160 ERAP2 intron
human281166 ERAP2 cds
human281176 ERAP2 utr3
human281178 ERAP2 utr3
human281179 ERAP2 utr3
human281230 LNPEP intron
human281257 LNPEP utr3
human281272 LNPEP utr3
human281278 RIOK2 utr3
human281279 RIOK2 end
human281284 RIOK2 cds
human281286 RIOK2 intron
human281288 RIOK2 intron
human281294 RIOK2 cds
human281296 RIOK2 intron
human281331 LINC01340 intron
chimp249765 LINC01340 intron
human281342 LINC01340 intron
human281344 LINC01340 intron
human281348 LINC01340 intron
human281351 LINC01340 intron
human281361 LINC01340 intron
human281366 LINC01340 intron
human281367 LINC01340 intron
human281456 CHD1 intron
human281457 CHD1 utr3
human281458 CHD1 utr3
human281462 CHD1 utr3
human281469 CHD1 utr3
human281471 CHD1 utr3
human281481 CHD1 utr3
human281482 CHD1 utr3
human281483 CHD1 utr3
human281505 CHD1 intron
human281507 LOC100289230 utr5
human281508 LOC100289230 utr5
human281509 LOC100289230 utr5
human281510 LOC100289230 utr5
human281511 LOC100289230 end
human281512 LOC100289230 end
chimp249901 LOC100289230 end
chimp249904 LOC100289230 end
human281516 LINC02062 intron
chimp249906 LINC02062 intron
human281519 LINC02062 intron
human281521 LINC02062 intron
human281522 LINC02062 intron
chimp249909 LINC02062 intron
human281555 FAM174A cds
chimp249933 FAM174A cds
human281568 FAM174A utr3
human281570 ST8SIA4 utr3
human281571 ST8SIA4 utr3
human281573 ST8SIA4 utr3
chimp249966 ST8SIA4 intron
chimp249967 ST8SIA4 intron
human281676 LOC107986437 utr5
human281680 LOC107986437 utr5
human281687 LOC107986437 intron
human281688 LOC107986437 intron
chimp250051 LOC107986437 intron
human281693 LOC107986437 end
human281971 PAM utr3
human281973 GIN1 end
chimp250253 GIN1 end
human281974 GIN1 utr3
human281976 GIN1 utr3
human281977 GIN1 utr3
human281978 GIN1 intron
human281979 GIN1 cds
human281986 GIN1 intron
human281988 PPIP5K2 intron
human282007 PPIP5K2 cds
human282016 PPIP5K2 cds
human282017 PPIP5K2 intron
human282025 PPIP5K2 intron
human282027 PPIP5K2 cds
human282035 PPIP5K2 utr3
human282046 C5orf30 intron
human282048 C5orf30 utr3
human282050 C5orf30 utr3
human282051 C5orf30 utr3
human282052 C5orf30 end
human282061 NUDT12 utr3
human282062 NUDT12 utr3
human282064 NUDT12 cds
human282065 NUDT12 intron
human282066 NUDT12 cds
human282067 NUDT12 cds
human282238 EFNA5 intron
chimp250570 EFNA5 intron
human282361 FBXL17 utr3
human282554 FER cds
human282670 FER end
human282759 FER utr3
human282779 PJA2 utr3
human282800 PJA2 cds
human282808 PJA2 cds
chimp250944 PJA2 cds
chimp250985 MAN2A1 intron
human282856 MAN2A1 intron
human282871 MAN2A1 end
human282888 MAN2A1 utr3
human282895 MAN2A1 utr3
human282898 TMEM232 intron
human282902 TMEM232 intron
human282907 TMEM232 intron
human282909 TMEM232 intron
human282914 TMEM232 intron
human282918 TMEM232 intron
human282919 TMEM232 intron
chimp251046 TMEM232 intron
human282921 TMEM232 intron
human282923 TMEM232 utr3
human282932 SLC25A46 intron
human282933 SLC25A46 intron
human282934 SLC25A46 intron
human282941 SLC25A46 intron
human282942 SLC25A46 intron
human282953 SLC25A46 utr3
human282956 SLC25A46 utr3
human282957 SLC25A46 utr3
human282976 WDR36 cds
human282978 WDR36 cds
chimp251096 WDR36 intron
human282987 WDR36 cds
human282993 WDR36 utr3
human282995 WDR36 utr3
human282996 WDR36 utr3
chimp251112 WDR36 utr3
human282997 WDR36 utr3
human283013 CAMK4 intron
human283093 CAMK4 cds
human283125 CAMK4 cds
human283222 CAMK4 cds
human283251 STARD4 utr3
human283252 STARD4 utr3
human283265 STARD4 utr3
human283270 STARD4 intron
human283271 STARD4 intron
human283272 STARD4 utr3
human283273 STARD4 utr3
human283286 NREP utr3
human283298 NREP intron
human283303 EPB41L4A-AS1 utr5
human283305 EPB41L4A-AS1 end
human283306 EPB41L4A-AS1 end
human283307 EPB41L4A-AS1 end
human283308 EPB41L4A-AS1 end
human283443 APC cds
human283450 APC cds
human283451 APC cds
human283461 APC utr3
human283465 SRP19 cds
human283467 SRP19 intron
human283468 SRP19 intron
human283470 SRP19 utr3
human283471 SRP19 utr3
human283475 REEP5 utr3
human283477 REEP5 utr3
human283479 REEP5 utr3
human283480 REEP5 utr3
human283492 REEP5 cds
human283495 SRP19 intron
human283497 SRP19 utr3
human283503 SRP19 end
human283532 DCP2 intron
human283534 DCP2 intron
chimp251627 DCP2 cds
human283562 DCP2 utr3
human283570 DCP2 utr3
human283571 MCC utr3
human283578 MCC intron
human283579 MCC cds
human283581 MCC intron
chimp251700 MCC utr5
human283590 MCC intron
human283591 MCC intron
human283593 MCC intron
human283596 MCC intron
human283599 YTHDC2 cds
human283604 YTHDC2 cds
chimp251738 YTHDC2 intron
human283619 YTHDC2 intron
human283626 YTHDC2 intron
human283627 YTHDC2 intron
human283634 YTHDC2 utr3
human283635 YTHDC2 utr3
human283637 YTHDC2 utr3
chimp251786 PGGT1B utr3
human283658 PGGT1B utr3
human283660 PGGT1B utr3
chimp251792 PGGT1B utr3
human283664 PGGT1B utr3
human283670 PGGT1B intron
human283672 PGGT1B intron
human283678 PGGT1B intron
human283681 PGGT1B utr3
human283683 PGGT1B intron
human283685 CCDC112 end
chimp251811 CCDC112 utr3
human283687 CCDC112 utr3
human283688 CCDC112 utr3
human283689 CCDC112 utr3
human283690 CCDC112 utr3
chimp251815 CCDC112 utr3
human283692 CCDC112 utr3
human283693 CCDC112 intron
human283694 CCDC112 intron
human283696 CCDC112 utr5
human283703 FEM1C utr3
chimp251836 FEM1C utr3
human283704 FEM1C utr3
human283707 FEM1C cds
human283708 FEM1C cds
human283711 FEM1C intron
human283721 FEM1C cds
human283722 FEM1C cds
human283729 TMED7-TICAM2 utr3
human283739 TMED7-TICAM2 intron
human283759 TMED7 utr3
human283760 TMED7 utr3
chimp251885 TMED7 utr3
human283766 TMED7 utr3
human283767 TMED7 utr3
human283769 TMED7 utr3
human283770 TMED7 utr3
human283773 TMED7-TICAM2 intron
human283784 TMED7-TICAM2 cds
chimp251900 TMED7-TICAM2 intron
human283786 TMED7-TICAM2 intron
human283788 TMED7-TICAM2 intron
human283789 TMED7-TICAM2 intron
human283819 AP3S1 intron
human283829 AP3S1 intron
human283850 AP3S1 intron
human283853 AP3S1 intron
human283855 AP3S1 cds
human283868 AP3S1 utr3
chimp251930 AP3S1 utr3
human283892 COMMD10 cds
human283912 COMMD10 intron
human283994 COMMD10 utr3
human284042 SEMA6A utr3
human284046 SEMA6A utr3
human284086 SEMA6A intron
human284111 SEMA6A intron
human284121 SEMA6A intron
human284148 LOC105379133 utr5
human284149 LOC105379133 intron
human284150 LOC105379133 intron
chimp252048 LOC105379133 intron
human284152 LOC105379133 intron
chimp252053 LOC105379133 intron
human284157 LOC105379133 end
human284158 LOC105379133 end
human284196 DTWD2 utr3
human284198 DTWD2 utr3
human284199 DTWD2 intron
human284200 DTWD2 intron
human284201 DTWD2 intron
human284202 DTWD2 intron
human284204 DTWD2 intron
human284205 DTWD2 intron
human284207 DTWD2 intron
chimp252100 DTWD2 intron
human284210 DTWD2 intron
human284211 DTWD2 intron
human284244 DMXL1 cds
chimp252154 DMXL1 intron
human284276 DMXL1 cds
human284304 DMXL1 intron
human284401 TNFAIP8 cds
human284415 TNFAIP8 intron
human284448 TNFAIP8 intron
human284453 TNFAIP8 cds
chimp252329 TNFAIP8 utr3
human284459 TNFAIP8 utr3
chimp252349 HSD17B4 cds
human284485 HSD17B4 cds
human284491 HSD17B4 intron
human284495 HSD17B4 intron
human284507 HSD17B4 intron
human284508 HSD17B4 intron
human284510 HSD17B4 utr3
human284511 HSD17B4 utr3
human284517 SRFBP1 cds
human284518 SRFBP1 cds
human284525 SRFBP1 cds
human284527 SRFBP1 intron
human284540 SRFBP1 intron
chimp252425 SRFBP1 intron
human284544 SRFBP1 cds
human284552 SRFBP1 end
human284607 SNX2 cds
human284611 SNX2 cds
human284620 SNX2 cds
human284621 SNX2 cds
human284624 SNX2 utr3
human284625 SNX2 utr3
chimp252556 SNX2 utr3
human284631 SNX24 intron
human284632 SNX24 intron
human284633 SNX24 intron
human284634 SNX24 intron
human284636 SNX24 intron
human284637 SNX24 end
human284639 SNX24 utr3
human284640 SNX24 utr3
human284644 CEP120 utr3
human284660 CEP120 intron
human284664 CEP120 intron
human284665 CEP120 intron
human284669 CEP120 cds
human284670 CEP120 cds
human284671 CEP120 cds
human284674 CEP120 cds
human284681 CEP120 intron
human284714 CSNK1G3 cds
human284733 CSNK1G3 cds
human284752 CSNK1G3 intron
chimp252693 CSNK1G3 intron
human284755 CSNK1G3 intron
human284782 ZNF608 utr3
human284783 ZNF608 utr3
human284785 ZNF608 utr3
human284811 ZNF608 utr3
human284829 ZNF608 intron
human284845 ZNF608 utr3
human284850 ZNF608 utr3
human284910 GRAMD2B intron
human284924 GRAMD2B cds
human284926 GRAMD2B end
human284930 GRAMD2B utr3
human284931 GRAMD2B utr3
human284945 PHAX cds
human284948 PHAX intron
human284954 PHAX utr3
human284957 PHAX utr3
human284969 LMNB1 intron
chimp252848 LMNB1 cds
human284988 LMNB1 cds
human284999 LMNB1 utr3
human285017 MARCH3 utr3
human285044 MARCH3 intron
human285045 MARCH3 intron
human285059 MARCH3 intron
human285073 MARCH3 intron
human285087 C5orf63 utr3
human285088 C5orf63 utr3
human285090 C5orf63 utr3
human285091 C5orf63 utr3
human285097 C5orf63 utr3
human285098 C5orf63 utr3
human285100 C5orf63 utr3
human285101 C5orf63 intron
human285104 C5orf63 utr3
human285105 C5orf63 intron
human285112 PRRC1 utr5
human285116 PRRC1 intron
chimp252968 PRRC1 cds
human285118 PRRC1 intron
human285119 PRRC1 cds
human285135 PRRC1 utr3
human285139 PRRC1 utr3
human285157 LINC01184 utr3
human285158 LINC01184 utr3
chimp253005 LINC01184 end
human285229 LINC01184 utr3
human285230 LINC01184 utr3
human285251 LINC01184 end
human285295 SLC12A2 cds
human285312 SLC12A2 intron
human285322 SLC12A2 cds
human285323 SLC12A2 cds
human285330 SLC12A2 utr3
human285335 ISOC1 intron
human285336 ISOC1 intron
human285337 ISOC1 cds
human285338 ISOC1 utr3
human285339 ISOC1 utr3
human285340 ISOC1 utr3
human285346 HINT1 utr3
chimp253194 LYRM7 cds
human285365 LYRM7 cds
human285384 LYRM7 utr3
human285385 LYRM7 utr3
human285480 CDC42SE2 utr5
human285529 CDC42SE2 intron
human285536 CDC42SE2 intron
human285560 CDC42SE2 utr3
human285681 RAPGEF6 intron
human285685 RAPGEF6 intron
human285718 FNIP1 utr3
human285766 FNIP1 intron
human285767 FNIP1 intron
chimp253548 FNIP1 intron
human285810 FNIP1 intron
human285817 P4HA2 utr3
human285818 P4HA2 utr3
human285819 P4HA2 utr3
human285821 P4HA2 utr3
human285830 P4HA2 cds
human285871 SLC22A5 intron
human285874 SLC22A5 intron
chimp253604 SLC22A5 intron
human285880 SLC22A5 utr3
human285926 C5orf56 intron
human285943 C5orf56 utr3
human285946 IRF1 utr3
human285947 IRF1 utr3
human285955 IRF1 utr3
chimp253702 RAD50 cds
human285987 RAD50 cds
human286026 RAD50 cds
human286033 RAD50 cds
human286040 RAD50 cds
chimp253769 RAD50 utr3
human286063 RAD50 utr3
human286080 IL13 utr3
human286088 KIF3A utr3
human286097 KIF3A cds
human286098 KIF3A cds
human286099 KIF3A cds
human286107 KIF3A cds
human286114 KIF3A intron
human286126 SEPT8 utr3
human286135 SEPT8 end
human286138 SEPT8 utr3
human286141 SEPT8 utr3
human286142 SEPT8 utr3
human286150 SEPT8 utr3
human286151 SEPT8 utr3
chimp253825 SEPT8 utr3
human286157 SHROOM1 utr3
human286158 SHROOM1 utr3
human286161 UQCRQ utr3
human286165 AFF4 utr3
human286191 AFF4 cds
human286192 AFF4 cds
human286204 AFF4 intron
chimp253881 AFF4 cds
human286220 AFF4 intron
human286229 ZCCHC10 utr3
human286230 ZCCHC10 utr3
human286234 ZCCHC10 utr3
human286235 ZCCHC10 utr3
human286236 ZCCHC10 utr3
human286238 ZCCHC10 utr3
human286239 ZCCHC10 intron
human286242 ZCCHC10 intron
human286266 HSPA4 cds
human286272 HSPA4 cds
human286284 HSPA4 utr3
human286289 HSPA4 end
human286308 C5orf15 utr3
human286315 C5orf15 intron
human286316 C5orf15 intron
human286317 C5orf15 intron
human286318 C5orf15 intron
human286320 C5orf15 intron
human286329 VDAC1 utr3
human286346 VDAC1 utr3
human286378 TCF7 intron
human286379 TCF7 intron
